DCP1B	NM_152640
DCP2	NM_152624
DCPS	NM_014026
DCST1	NM_152494
DCST2	NM_144622
DCSTAMP	NM_030788
DCTN1	NM_004082
DCTN2	NM_006400
DCTN5	NM_032486
DCTN6	NM_006571
DCTPP1	NM_024096
DCUN1D1	NM_020640
DCUN1D3	NM_173475
DCUN1D4	NM_015115
DCUN1D5	NM_032299
DCX	NM_178153
DDA1	NM_024050
DDB1	NM_001923
DDB2	NM_000107
DDI1	NM_001001711
DDI2	NM_032341
DDIT3	NM_004083
DDIT4	NM_019058
DDIT4L	NM_145244
DDOST	NM_005216
DDR1	NM_013994
DDR2	NM_006182
DDRGK1	NM_023935
DDT	NM_001355
DDTL	NM_001084393
DDX1	NM_004939
DDX10	NM_004398
DDX11	NM_004399
DDX18	NM_006773
DDX19A	NM_018332
DDX19B	NM_007242
DDX20	NM_007204
DDX21	NM_004728
DDX23	NM_004818
DDX24	NM_020414
DDX25	NM_013264
DDX26B	NM_182540
DDX28	NM_018380
DDX31	NM_138620
DDX39B	NM_004640
DDX3X	NM_001356
DDX3Y	NM_004660
DDX4	NM_024415
DDX41	NM_016222
DDX42	NM_007372
DDX43	NM_018665
DDX46	NM_014829
DDX47	NM_016355
DDX49	NM_019070
DDX5	NM_004396
DDX50	NM_024045
DDX51	NM_175066
DDX53	NM_182699
DDX54	NM_024072
DDX56	NM_019082
DDX58	NM_014314
DDX6	NM_004397
DDX60	NM_017631
DDX60L	NM_001012967
DEAF1	NM_021008
DEC1	NM_017418
DECR2	NM_020664
DEDD2	NM_133328
DEF6	NM_022047
DEF8	NM_207514
DEFA1	NM_004084
DEFA1B	NM_001042500
DEFA3	NM_005217
DEFA4	NM_001925
DEFA5	NM_021010
DEFA6	NM_001926
DEFB1	NM_005218
DEFB103A	NM_001081551
DEFB103B	NM_018661
DEFB104A	NM_080389
DEFB105A	NM_152250
DEFB106A	NM_152251
DEFB108B	NM_001002035
DEFB110	NM_001037728
DEFB112	NM_001037498
DEFB113	NM_001037729
DEFB114	NM_001037499
DEFB115	NM_001037730
DEFB116	NM_001037731
DEFB118	NM_054112
DEFB119	NM_153289
DEFB121	NM_001011878
DEFB123	NM_153324
DEFB124	NM_001037500
DEFB125	NM_153325
DEFB126	NM_030931
DEFB127	NM_139074
DEFB128	NM_001037732
DEFB129	NM_080831
DEFB130	NM_001037804
DEFB131	NM_001040448
DEFB132	NM_207469
DEFB133	NM_001166478
DEFB134	NM_001033019
DEFB135	NM_001033017
DEFB136	NM_001033018
DEFB4A	NM_004942
DEGS2	NM_206918
DENND1A	NM_024820
DENND1B	NM_144977
DENND1C	NM_024898
DENND2A	NM_015689
DENND2C	NM_198459
DENND2D	NM_024901
DENND3	NM_014957
DENND4A	NM_005848
DENND4C	NM_017925
DENND5A	NM_015213
DENND5B	NM_144973
DENND6A	NM_152678
DENND6B	NM_001001794
DENR	NM_003677
DEPDC1	NM_017779
DEPDC1B	NM_018369
DEPDC4	NM_152317
DEPDC5	NM_014662
DEPDC7	NM_139160
DEPTOR	NM_022783
DERA	NM_015954
DERL1	NM_024295
DERL2	NM_016041
DERL3	NM_198440
DES	NM_001927
DESI1	NM_015704
DESI2	NM_016076
DET1	NM_017996
DEXI	NM_014015
DFFA	NM_004401
DFNA5	NM_004403
DFNB31	NM_015404
DGAT1	NM_012079
DGAT2	NM_032564
DGAT2L6	NM_198512
DGCR2	NM_005137
DGCR6	NM_005675
DGCR6L	NM_033257
DGKB	NM_004080
DGKD	NM_003648
DGKE	NM_003647
DGKH	NM_178009
DGKI	NM_004717
DGKK	NM_001013742
DGKZ	NM_001105540
DHCR24	NM_014762
DHCR7	NM_001360
DHDDS	NM_024887
DHDH	NM_014475
DHFR	NM_000791
DHFRL1	NM_176815
DHH	NM_021044
DHODH	NM_001361
DHPS	NM_001930
DHRS1	NM_138452
DHRS11	NM_024308
DHRS12	NM_024705
DHRS13	NM_144683
DHRS2	NM_182908
DHRS3	NM_004753
DHRS7	NM_016029
DHRS7B	NM_015510
DHRS9	NM_005771
DHRSX	NM_145177
DHTKD1	NM_018706
DHX15	NM_001358
DHX16	NM_003587
DHX29	NM_019030
DHX30	NM_138615
DHX32	NM_018180
DHX33	NM_020162
DHX34	NM_014681
DHX35	NM_021931
DHX36	NM_020865
DHX37	NM_032656
DHX38	NM_014003
DHX40	NM_024612
DHX58	NM_024119
DIABLO	NM_019887
DIAPH1	NM_005219
DIAPH2	NM_007309
DIAPH3	NM_001042517
DICER1	NM_030621
DIDO1	NM_080796
DIEXF	NM_014388
DIMT1	NM_014473
DIO3	NM_001362
DIP2A	NM_015151
DIP2B	NM_173602
DIP2C	NM_014974
DIRAS3	NM_004675
DIRC1	NM_052952
DIRC2	NM_032839
DIS3	NM_014953
DIS3L	NM_133375
DIS3L2	NM_152383
DISC1	NM_018662
DISP1	NM_032890
DISP2	NM_033510
DIXDC1	NM_001037954
DKC1	NM_001363
DKK1	NM_012242
DKK3	NM_013253
DKKL1	NM_014419
DLAT	NM_001931
DLC1	NM_182643
DLD	NM_000108
DLEC1	NM_007337
DLEU7	NM_198989
DLG1	NM_004087
DLG2	NM_001364
DLG3	NM_021120
DLG4	NM_001365
DLG5	NM_004747
DLGAP2	NM_004745
DLGAP4	NM_014902
DLGAP5	NM_014750
DLK2	NM_023932
DLX1	NM_178120
DLX6	NM_005222
DMAP1	NM_019100
DMBT1	NM_004406
DMC1	NM_007068
DMD	NM_000109
DMGDH	NM_013391
DMKN	NM_033317
DMP1	NM_004407
DMPK	NM_004409
DMRT1	NM_021951
DMRT2	NM_006557
DMRT3	NM_021240
DMRTA2	NM_032110
DMRTC1	NM_033053
DMRTC2	NM_001040283
DMTF1	NM_021145
DMTN	NM_001978
DMWD	NM_004943
DMXL1	NM_005509
DMXL2	NM_015263
DNAAF1	NM_178452
DNAAF3	NM_178837
DNAH1	NM_015512
DNAH12	NM_178504
DNAH17	NM_173628
DNAH2	NM_020877
DNAH3	NM_017539
DNAH5	NM_001369
DNAH6	NM_001370
DNAH7	NM_018897
DNAH8	NM_001206927
DNAH9	NM_001372
DNAI2	NM_023036
DNAJA4	NM_018602
DNAJB1	NM_006145
DNAJB13	NM_153614
DNAJB7	NM_145174
DNAJB8	NM_153330
DNAJC1	NM_022365
DNAJC10	NM_018981
DNAJC11	NM_018198
DNAJC12	NM_021800
DNAJC13	NM_015268
DNAJC14	NM_032364
DNAJC15	NM_013238
DNAJC16	NM_015291
DNAJC17	NM_018163
DNAJC18	NM_152686
DNAJC19	NM_145261
DNAJC21	NM_194283
DNAJC22	NM_024902
DNAJC24	NM_181706
DNAJC25	NM_001015882
DNAJC27	NM_016544
DNAJC5	NM_025219
DNAJC5B	NM_033105
DNAJC5G	NM_173650
DNAJC8	NM_014280
DNAJC9	NM_015190
DNAL1	NM_031427
DNAL4	NM_005740
DNALI1	NM_003462
DNASE1L2	NM_001374
DNASE1L3	NM_004944
DNASE2B	NM_021233
DND1	NM_194249
DNER	NM_139072
DNHD1	NM_144666
DNLZ	NM_001080849
DNM1	NM_004408
DNM1L	NM_012062
DNM2	NM_004945
DNM3	NM_015569
DNMBP	NM_015221
DNMT1	NM_001379
DNMT3A	NM_022552
DNMT3B	NM_006892
DNMT3L	NM_013369
DNPEP	NM_012100
DNPH1	NM_006443
DNTT	NM_004088
DNTTIP1	NM_052951
DNTTIP2	NM_014597
DOC2A	NM_003586
DOC2B	NM_003585
DOCK1	NM_001380
DOCK11	NM_144658
DOCK2	NM_004946
DOCK3	NM_004947
DOCK4	NM_014705
DOCK5	NM_024940
DOCK6	NM_020812
DOCK7	NM_033407
DOCK9	NM_015296
DOHH	NM_031304
DOK1	NM_001381
DOK2	NM_003974
DOK3	NM_024872
DOK6	NM_152721
DOK7	NM_173660
DOLK	NM_014908
DOLPP1	NM_020438
DONSON	NM_017613
DOPEY1	NM_015018
DOPEY2	NM_005128
DOT1L	NM_032482
DPAGT1	NM_001382
DPCR1	NM_080870
DPEP1	NM_001128141
DPEP2	NM_022355
DPEP3	NM_022357
DPF2	NM_006268
DPH1	NM_001383
DPH2	NM_001384
DPH3	NM_206831
DPH5	NM_015958
DPH6	NM_080650
DPH7	NM_138778
DPM1	NM_003859
DPM2	NM_003863
DPM3	NM_153741
DPP10	NM_020868
DPP6	NM_001936
DPP7	NM_013379
DPP8	NM_017743
DPPA2	NM_138815
DPPA3	NM_199286
DPPA4	NM_018189
DPPA5	NM_001025290
DPRX	NM_001012728
DPT	NM_001937
DPY19L2	NM_173812
DPY19L3	NM_207325
DPY19L4	NM_181787
DPY30	NM_032574
DPYD	NM_000110
DPYS	NM_001385
DPYSL2	NM_001386
DPYSL3	NM_001387
DPYSL5	NM_020134
DQX1	NM_133637
DR1	NM_001938
DRAM1	NM_018370
DRAM2	NM_178454
DRAP1	NM_006442
DRAXIN	NM_198545
DRC1	NM_145038
DRD1	NM_000794
DRD2	NM_000795
DRD4	NM_000797
DRG1	NM_004147
DRG2	NM_001388
DROSHA	NM_013235
DRP2	NM_001939
DSC1	NM_024421
DSC2	NM_004949
DSC3	NM_024423
DSCAM	NM_001389
DSCAML1	NM_020693
DSCC1	NM_024094
DSCR4	NM_005867
DSE	NM_013352
DSEL	NM_032160
DSG1	NM_001942
DSG2	NM_001943
DSG3	NM_001944
DSG4	NM_177986
DSN1	NM_024918
DSP	NM_004415
DSPP	NM_014208
DST	NM_001723
DSTN	NM_001011546
DSTYK	NM_015375
DTD1	NM_080820
DTD2	NM_080664
DTHD1	NM_001136536
DTL	NM_016448
DTNA	NM_001390
DTNB	NM_033147
DTNBP1	NM_032122
DTWD1	NM_020234
DTWD2	NM_173666
DTX1	NM_004416
DTX3	NM_178502
DTX3L	NM_138287
DTYMK	NM_012145
DUOX1	NM_017434
DUOX2	NM_014080
DUOXA1	NM_144565
DUOXA2	NM_207581
DUS1L	NM_022156
DUS2	NM_017803
DUS3L	NM_020175
DUS4L	NM_181581
DUSP1	NM_004417
DUSP10	NM_007207
DUSP12	NM_007240
DUSP14	NM_007026
DUSP15	NM_080611
DUSP16	NM_030640
DUSP2	NM_004418
DUSP21	NM_022076
DUSP22	NM_020185
DUSP23	NM_017823
DUSP26	NM_024025
DUSP27	NM_001080426
DUSP28	NM_001033575
DUSP3	NM_004090
DUSP4	NM_001394
DUSP5	NM_004419
DUSP6	NM_022652
DUSP7	NM_001947
DUSP8	NM_004420
DUSP9	NM_001395
DUXA	NM_001012729
DVL1	NM_004421
DVL2	NM_004422
DVL3	NM_004423
DYDC1	NM_138812
DYDC2	NM_032372
DYM	NM_017653
DYNAP	NM_173629
DYNC1H1	NM_001376
DYNC1I1	NM_004411
DYNC1I2	NM_001378
DYNC1LI1	NM_016141
DYNC1LI2	NM_006141
DYNC2LI1	NM_016008
DYNLL1	NM_003746
DYNLL2	NM_080677
DYNLRB1	NM_014183
DYNLRB2	NM_130897
DYNLT1	NM_006519
DYNLT3	NM_006520
DYRK1A	NM_001396
DYRK1B	NM_004714
DYRK3	NM_003582
DYSF	NM_003494
DYX1C1	NM_130810
DZANK1	NM_001099407
DZIP1	NM_014934
DZIP1L	NM_173543
DZIP3	NM_014648
E2F2	NM_004091
E2F3	NM_001949
E2F4	NM_001950
E2F5	NM_001951
E2F8	NM_024680
E4F1	NM_004424
EAF1	NM_033083
EAF2	NM_018456
EAPP	NM_018453
EBAG9	NM_004215
EBF1	NM_024007
EBF2	NM_022659
EBF3	NM_001005463
EBLN1	NM_001199938
EBLN2	NM_018029
EBP	NM_006579
EBPL	NM_032565
ECD	NM_007265
ECE1	NM_001397
ECE2	NM_014693
ECEL1	NM_004826
ECHDC2	NM_018281
ECHDC3	NM_024693
ECI2	NM_006117
ECM1	NM_004425
ECM2	NM_001393
ECSCR	NM_001077693
ECSIT	NM_016581
ECT2	NM_018098
ECT2L	NM_001077706
EDA	NM_001399
EDA2R	NM_021783
EDARADD	NM_145861
EDC3	NM_025083
EDC4	NM_014329
EDEM1	NM_014674
EDEM2	NM_018217
EDEM3	NM_025191
EDIL3	NM_005711
EDN1	NM_001955
EDN2	NM_001956
EDN3	NM_000114
EEA1	NM_003566
EED	NM_003797
EEF1A1	NM_001402
EEF1A2	NM_001958
EEF1B2	NM_001037663
EEF1D	NM_032378
EEF1E1	NM_004280
EEF1G	NM_001404
EEF2	NM_001961
EEF2K	NM_013302
EEFSEC	NM_021937
EEPD1	NM_030636
EFCAB1	NM_024593
EFCAB11	NM_145231
EFCAB12	NM_207307
EFCAB13	NM_152347
EFCAB14	NM_014774
EFCAB3	NM_173503
EFCAB5	NM_198529
EFCAB6	NM_022785
EFCAB7	NM_032437
EFCAB9	NM_001171183
EFCC1	NM_024768
EFEMP2	NM_016938
EFHB	NM_144715
EFHC1	NM_018100
EFHC2	NM_025184
EFHD1	NM_025202
EFHD2	NM_024329
EFNA1	NM_004428
EFNA2	NM_001405
EFNA3	NM_004952
EFNA4	NM_005227
EFNA5	NM_001962
EFNB1	NM_004429
EFNB2	NM_004093
EFNB3	NM_001406
EFR3A	NM_015137
EFR3B	NM_014971
EFTUD1	NM_024580
EFTUD2	NM_004247
EGFL6	NM_015507
EGFL7	NM_016215
EGFL8	NM_030652
EGFLAM	NM_152403
EGFR	NM_005228
EGLN1	NM_022051
EGLN2	NM_053046
EGR1	NM_001964
EGR2	NM_000399
EGR3	NM_004430
EGR4	NM_001965
EHBP1	NM_015252
EHD1	NM_006795
EHD3	NM_014600
EHD4	NM_139265
EHF	NM_012153
EHMT1	NM_024757
EHMT2	NM_006709
EI24	NM_004879
EID1	NM_014335
EID2	NM_153232
EID2B	NM_152361
EID3	NM_001008394
EIF1	NM_005801
EIF1AD	NM_032325
EIF1AX	NM_001412
EIF1AY	NM_004681
EIF1B	NM_005875
EIF2A	NM_032025
EIF2AK1	NM_014413
EIF2AK2	NM_002759
EIF2AK3	NM_004836
EIF2B1	NM_001414
EIF2B2	NM_014239
EIF2B3	NM_020365
EIF2D	NM_006893
EIF2S1	NM_004094
EIF2S2	NM_003908
EIF2S3	NM_001415
EIF3A	NM_003750
EIF3C	NM_003752
EIF3E	NM_001568
EIF3F	NM_003754
EIF3H	NM_003756
EIF3I	NM_003757
EIF3J	NM_003758
EIF3K	NM_013234
EIF3L	NM_016091
EIF3M	NM_006360
EIF4A1	NM_001416
EIF4A2	NM_001967
EIF4A3	NM_014740
EIF4B	NM_001417
EIF4E	NM_001968
EIF4E1B	NM_001099408
EIF4E2	NM_004846
EIF4E3	NM_173359
EIF4EBP1	NM_004095
EIF4EBP2	NM_004096
EIF4EBP3	NM_003732
EIF4ENIF1	NM_019843
EIF4G1	NM_182917
EIF4G2	NM_001418
EIF4G3	NM_003760
EIF4H	NM_022170
EIF5	NM_001969
EIF5A	NM_001970
EIF5A2	NM_020390
EIF5AL1	NM_001099692
EIF5B	NM_015904
EIF6	NM_002212
ELANE	NM_001972
ELAVL1	NM_001419
ELAVL2	NM_004432
ELAVL3	NM_001420
ELAVL4	NM_021952
ELF1	NM_172373
ELF2	NM_006874
ELF3	NM_004433
ELF4	NM_001421
ELF5	NM_198381
ELFN1	NM_001128636
ELFN2	NM_052906
ELK1	NM_005229
ELK3	NM_005230
ELK4	NM_021795
ELL	NM_006532
ELL2	NM_012081
ELL3	NM_025165
ELMO1	NM_130442
ELMO3	NM_024712
ELMOD1	NM_018712
ELMOD2	NM_153702
ELMOD3	NM_032213
ELMSAN1	NM_194278
ELN	NM_000501
ELOF1	NM_032377
ELOVL1	NM_022821
ELOVL3	NM_152310
ELOVL5	NM_021814
ELOVL6	NM_024090
ELP2	NM_018255
ELP3	NM_018091
ELP4	NM_019040
ELP5	NM_015362
EMB	NM_198449
EMC1	NM_015047
EMC10	NM_175063
EMC2	NM_014673
EMC3	NM_018447
EMC4	NM_016454
EMC6	NM_031298
EMC7	NM_020154
EMC8	NM_006067
EMC9	NM_016049
EMCN	NM_016242
EME1	NM_152463
EMG1	NM_006331
EMID1	NM_133455
EMILIN1	NM_007046
EMILIN2	NM_032048
EML1	NM_001008707
EML2	NM_012155
EML3	NM_153265
EML4	NM_019063
EMP1	NM_001423
EMP2	NM_001424
EMP3	NM_001425
EMX2	NM_004098
EN2	NM_001427
ENAH	NM_018212
ENAM	NM_031889
ENC1	NM_003633
ENDOD1	NM_015036
ENDOG	NM_004435
ENDOV	NM_173627
ENHO	NM_198573
ENKD1	NM_032140
ENKUR	NM_145010
ENO1	NM_001428
ENO4	NM_001242699
ENOPH1	NM_021204
ENOSF1	NM_017512
ENOX1	NM_017993
ENOX2	NM_182314
ENPP6	NM_153343
ENPP7	NM_178543
ENSA	NM_207042
ENTHD1	NM_152512
ENTHD2	NM_144679
ENTPD1	NM_001776
ENTPD2	NM_203468
ENTPD3	NM_001248
ENTPD4	NM_004901
ENTPD5	NM_001249
ENTPD7	NM_020354
ENTPD8	NM_198585
ENY2	NM_020189
EOGT	NM_173654
EOMES	NM_005442
EP300	NM_001429
EP400	NM_015409
EPAS1	NM_001430
EPB41	NM_203342
EPB41L1	NM_012156
EPB41L3	NM_012307
EPB41L4B	NM_018424
EPB41L5	NM_020909
EPB42	NM_000119
EPC2	NM_015630
EPCAM	NM_002354
EPDR1	NM_017549
EPG5	NM_020964
EPHA10	NM_173641
EPHA2	NM_004431
EPHA3	NM_005233
EPHA5	NM_004439
EPHA6	NM_001080448
EPHA7	NM_004440
EPHA8	NM_020526
EPHB1	NM_004441
EPHB2	NM_017449
EPHB3	NM_004443
EPHB4	NM_004444
EPHB6	NM_004445
EPHX1	NM_000120
EPHX3	NM_024794
EPHX4	NM_173567
EPM2AIP1	NM_014805
EPN1	NM_013333
EPN2	NM_014964
EPN3	NM_017957
EPO	NM_000799
EPOR	NM_000121
EPPK1	NM_031308
EPRS	NM_004446
EPS15	NM_001981
EPS15L1	NM_021235
EPS8L1	NM_017729
EPS8L2	NM_022772
EPS8L3	NM_024526
EPSTI1	NM_001002264
EPX	NM_000502
EPYC	NM_004950
EQTN	NM_020641
ERAL1	NM_005702
ERAP1	NM_016442
ERAP2	NM_022350
ERAS	NM_181532
ERBB2	NM_004448
ERBB2IP	NM_018695
ERBB3	NM_001982
ERBB4	NM_001042599
ERC1	NM_178040
ERC2	NM_015576
ERCC1	NM_001983
ERCC2	NM_000400
ERCC3	NM_000122
ERCC4	NM_005236
ERCC5	NM_000123
ERCC6	NM_000124
ERCC6L	NM_017669
ERCC6L2	NM_001010895
ERCC8	NM_000082
EREG	NM_001432
ERF	NM_006494
ERG	NM_004449
ERGIC2	NM_016570
ERGIC3	NM_015966
ERH	NM_004450
ERI1	NM_153332
ERI2	NM_080663
ERI3	NM_024066
ERICH1	NM_207332
ERLEC1	NM_015701
ERLIN1	NM_006459
ERLIN2	NM_007175
ERMAP	NM_018538
ERMARD	NM_018341
ERMN	NM_001009959
ERMP1	NM_024896
ERN1	NM_001433
ERO1L	NM_014584
ERO1LB	NM_019891
ERP27	NM_152321
ERRFI1	NM_018948
ESAM	NM_138961
ESCO1	NM_052911
ESCO2	NM_001017420
ESF1	NM_016649
ESM1	NM_007036
ESPL1	NM_012291
ESPN	NM_031475
ESPNL	NM_194312
ESR1	NM_001122742
ESR2	NM_001437
ESRP1	NM_017697
ESRP2	NM_024939
ESRRA	NM_004451
ESRRG	NM_206595
ESX1	NM_153448
ESYT1	NM_015292
ESYT2	NM_020728
ESYT3	NM_031913
ETAA1	NM_019002
ETF1	NM_004730
ETFA	NM_000126
ETHE1	NM_014297
ETNK1	NM_018638
ETNK2	NM_018208
ETNPPL	NM_031279
ETS1	NM_005238
ETV1	NM_004956
ETV3	NM_005240
ETV3L	NM_001004341
ETV4	NM_001986
ETV5	NM_004454
ETV6	NM_001987
ETV7	NM_016135
EVA1A	NM_032181
EVA1B	NM_018166
EVA1C	NM_058187
EVC2	NM_147127
EVI2A	NM_014210
EVI2B	NM_006495
EVI5	NM_005665
EVI5L	NM_145245
EVPL	NM_001988
EVPLL	NM_001145127
EWSR1	NM_005243
EXD1	NM_152596
EXD3	NM_017820
EXO1	NM_006027
EXO5	NM_022774
EXOC1	NM_018261
EXOC2	NM_018303
EXOC3	NM_007277
EXOC3L1	NM_178516
EXOC3L2	NM_138568
EXOC4	NM_021807
EXOC5	NM_006544
EXOC6	NM_019053
EXOC7	NM_015219
EXOC8	NM_175876
EXOG	NM_005107
EXOSC10	NM_001001998
EXOSC2	NM_014285
EXOSC3	NM_016042
EXOSC4	NM_019037
EXOSC5	NM_020158
EXOSC6	NM_058219
EXOSC7	NM_015004
EXOSC8	NM_181503
EXOSC9	NM_005033
EXPH5	NM_015065
EXT1	NM_000127
EXT2	NM_000401
EXTL1	NM_004455
EXTL2	NM_001439
EXTL3	NM_001440
EYA1	NM_172060
EYA2	NM_005244
EYA3	NM_001990
EYA4	NM_004100
EYS	NM_001142800
EZH1	NM_001991
EZH2	NM_004456
EZR	NM_003379
F11R	NM_016946
F13A1	NM_000129
F13B	NM_001994
F3	NM_001993
F5	NM_000130
F7	NM_000131
F8A1	NM_012151
F8A2	NM_001007523
F8A3	NM_001007524
FA2H	NM_024306
FAAH	NM_001441
FAAH2	NM_174912
FABP1	NM_001443
FABP12	NM_001105281
FABP2	NM_000134
FABP3	NM_004102
FABP4	NM_001442
FABP5	NM_001444
FABP6	NM_001040442
FABP7	NM_001446
FABP9	NM_001080526
FADD	NM_003824
FADS1	NM_013402
FADS2	NM_004265
FAF1	NM_007051
FAF2	NM_014613
FAHD1	NM_001018104
FAHD2A	NM_016044
FAHD2B	NM_199336
FAIM	NM_001033032
FAIM2	NM_012306
FAIM3	NM_005449
FAM101A	NM_181709
FAM101B	NM_182705
FAM102B	NM_001010883
FAM103A1	NM_031452
FAM104A	NM_032837
FAM104B	NM_138362
FAM105A	NM_019018
FAM107A	NM_007177
FAM107B	NM_031453
FAM109A	NM_144671
FAM109B	NM_001002034
FAM110A	NM_031424
FAM110B	NM_147189
FAM110C	NM_001077710
FAM110D	NM_024869
FAM111A	NM_022074
FAM111B	NM_198947
FAM114A1	NM_138389
FAM114A2	NM_018691
FAM117A	NM_030802
FAM117B	NM_173511
FAM118A	NM_017911
FAM118B	NM_024556
FAM120A	NM_014612
FAM120B	NM_032448
FAM120C	NM_017848
FAM122A	NM_138333
FAM122B	NM_145284
FAM122C	NM_138819
FAM124A	NM_145019
FAM124B	NM_024785
FAM126A	NM_032581
FAM126B	NM_173822
FAM127A	NM_001078171
FAM127B	NM_001078172
FAM127C	NM_001078173
FAM129B	NM_022833
FAM129C	NM_173544
FAM131A	NM_144635
FAM131B	NM_014690
FAM131C	NM_182623
FAM133A	NM_173698
FAM133B	NM_001040057
FAM134A	NM_024293
FAM134B	NM_001034850
FAM134C	NM_178126
FAM135A	NM_020819
FAM135B	NM_015912
FAM136A	NM_032822
FAM149A	NM_001006655
FAM149B1	NM_173348
FAM150A	NM_207413
FAM150B	NM_001002919
FAM151A	NM_176782
FAM151B	NM_205548
FAM153A	NM_173663
FAM155A	NM_001080396
FAM155B	NM_015686
FAM156A	NM_014138
FAM159A	NM_001042693
FAM160A1	NM_001109977
FAM160A2	NM_032127
FAM161A	NM_032180
FAM161B	NM_152445
FAM162A	NM_014367
FAM163A	NM_173509
FAM163B	NM_001080515
FAM166A	NM_001001710
FAM166B	NM_001099951
FAM167B	NM_032648
FAM168A	NM_015159
FAM168B	NM_001009993
FAM169B	NM_182562
FAM170A	NM_182761
FAM171A2	NM_198475
FAM171B	NM_177454
FAM172A	NM_032042
FAM173A	NM_023933
FAM173B	NM_199133
FAM174A	NM_198507
FAM174B	NM_207446
FAM175A	NM_139076
FAM175B	NM_032182
FAM177A1	NM_173607
FAM177B	NM_207468
FAM178B	NM_016490
FAM179A	NM_199280
FAM180A	NM_205855
FAM181A	NM_138344
FAM181B	NM_175885
FAM183A	NM_001101376
FAM184A	NM_024581
FAM184B	NM_015688
FAM185A	NM_001145268
FAM186B	NM_032130
FAM187B	NM_152481
FAM188A	NM_024948
FAM188B	NM_032222
FAM189A1	NM_015307
FAM189A2	NM_004816
FAM189B	NM_006589
FAM192A	NM_024946
FAM193A	NM_003704
FAM195A	NM_138418
FAM195B	NM_001093767
FAM196A	NM_001039762
FAM196B	NM_001129891
FAM198A	NM_001129908
FAM198B	NM_016613
FAM199X	NM_207318
FAM19A1	NM_213609
FAM19A2	NM_178539
FAM19A3	NM_182759
FAM19A4	NM_182522
FAM19A5	NM_015381
FAM200A	NM_145111
FAM200B	NM_001145191
FAM204A	NM_022063
FAM205A	NM_001141917
FAM206A	NM_017832
FAM207A	NM_058190
FAM208A	NM_015224
FAM208B	NM_017782
FAM20A	NM_017565
FAM20B	NM_014864
FAM20C	NM_020223
FAM210A	NM_152352
FAM210B	NM_080821
FAM212A	NM_203370
FAM212B	NM_019099
FAM213B	NM_152371
FAM214A	NM_019600
FAM214B	NM_025182
FAM216A	NM_013300
FAM216B	NM_182508
FAM217A	NM_173563
FAM217B	NM_022106
FAM218A	NM_153027
FAM219A	NM_001184940
FAM219B	NM_020447
FAM21A	NM_001005751
FAM220A	NM_001037163
FAM221A	NM_199136
FAM221B	NM_001012446
FAM222A	NM_032829
FAM222B	NM_018182
FAM227A	NM_001013647
FAM227B	NM_152647
FAM228A	NM_001040710
FAM228B	NM_001145710
FAM229B	NM_001033564
FAM24B	NM_152644
FAM25G	NM_001137549
FAM26D	NM_153036
FAM26E	NM_153711
FAM26F	NM_001010919
FAM32A	NM_014077
FAM35A	NM_019054
FAM3B	NM_058186
FAM3C	NM_001040020
FAM3D	NM_138805
FAM43A	NM_153690
FAM43B	NM_207334
FAM45A	NM_207009
FAM46B	NM_052943
FAM46C	NM_017709
FAM46D	NM_152630
FAM47A	NM_203408
FAM47B	NM_152631
FAM47C	NM_001013736
FAM47E	NM_001136570
FAM49A	NM_030797
FAM49B	NM_016623
FAM50A	NM_004699
FAM50B	NM_012135
FAM53A	NM_001013622
FAM53B	NM_014661
FAM53C	NM_016605
FAM57A	NM_024792
FAM57B	NM_031478
FAM58A	NM_152274
FAM60A	NM_021238
FAM63A	NM_018379
FAM64A	NM_019013
FAM65A	NM_024519
FAM69A	NM_001006605
FAM69B	NM_152421
FAM71A	NM_153606
FAM71B	NM_130899
FAM71C	NM_153364
FAM71D	NM_173526
FAM71E2	NM_001145402
FAM71F1	NM_032599
FAM73A	NM_198549
FAM73B	NM_032809
FAM76A	NM_152660
FAM76B	NM_144664
FAM78A	NM_033387
FAM78B	NM_001017961
FAM81A	NM_152450
FAM81B	NM_152548
FAM83A	NM_032899
FAM83E	NM_017708
FAM83F	NM_138435
FAM83H	NM_198488
FAM84A	NM_145175
FAM84B	NM_174911
FAM86C1	NM_152563
FAM89A	NM_198552
FAM89B	NM_152832
FAM90A1	NM_018088
FAM91A1	NM_144963
FAM92A1	NM_145269
FAM92B	NM_198491
FAM96A	NM_032231
FAM96B	NM_016062
FAM98A	NM_015475
FAM98B	NM_173611
FAM98C	NM_174905
FAM9A	NM_174951
FAM9B	NM_205849
FAM9C	NM_174901
FAN1	NM_014967
FANCA	NM_000135
FANCB	NM_001018113
FANCC	NM_000136
FANCD2	NM_033084
FANCD2OS	NM_173472
FANCE	NM_021922
FANCF	NM_022725
FANCG	NM_004629
FANCI	NM_018193
FANCL	NM_018062
FANCM	NM_020937
FANK1	NM_145235
FAR1	NM_032228
FAR2	NM_018099
FARP1	NM_005766
FARS2	NM_006567
FARSA	NM_004461
FARSB	NM_005687
FAS	NM_000043
FASN	NM_004104
FASTK	NM_006712
FASTKD1	NM_024622
FASTKD2	NM_014929
FASTKD3	NM_024091
FASTKD5	NM_021826
FAT1	NM_005245
FAT2	NM_001447
FAT3	NM_001008781
FAT4	NM_024582
FATE1	NM_033085
FAU	NM_001997
FAXC	NM_032511
FAXDC2	NM_032385
FBF1	NM_001080542
FBL	NM_001436
